robot,scenario,solver,display_name,n,status,success_pct,mean_ms,p50_ms,p95_ms,p99_ms,mean_iters,our_collision_pct,our_mean_clearance_m,our_mean_pos_mm,our_mean_orient_mrad,mean_joint_limit_violations,mean_restarts,mean_conflict_index,mean_difficulty_score,mean_sigma_ratio,mean_free_energy,pb_success_pct,pb_success_agree_pct,pb_collision_pct,pb_mean_clearance_m,pb_mean_pos_mm,pb_mean_orient_mrad,mj_success_pct,mj_success_agree_pct,mj_collision_pct,mj_mean_clearance_m,mj_mean_pos_mm,mj_mean_orient_mrad,pb_mj_collision_agree_pct
ur5,open_space,multi_start,Multi-start,1000,ok,97.8,77.11363200191408,75.41689998470247,116.8189499352593,127.1114010119345,293.981,12.5,0.01307142548077578,1.2683415692938829,0.2601503661982178,0.014,7.0,0.0,0.0,0.0,0.0,97.8,100.0,30.599999999999998,-0.0021296872677990884,1.2683408441348694,0.2601598210977645,97.8,100.0,29.5,-0.0010394645797505268,1.2683415692694338,0.2601503557378013,98.9
ur5,open_space,protein_fast,ProteinIK Fast (V4),1000,ok,100.0,15.469256798154674,3.378649998921901,36.96018501650541,312.86928904009966,56.716,3.3000000000000003,0.017184225558497045,0.26672742242463193,0.6744478202199866,0.003,0.208,0.0,0.0,0.0,0.0,99.8,99.8,28.599999999999998,0.001001148862985705,0.2667258194063969,0.674452070929168,99.8,99.8,26.3,0.001855956958446027,0.2667274223960368,0.6744477362071881,97.7
ur5,open_space,protein_ik,ProteinIK (V1),1000,ok,94.5,32.66738770029042,11.394200031645596,157.38146498333663,167.2675320552662,46.575,10.2,0.013499116567020929,17.613156446594896,29.508090544147446,0.025,2.007,0.0,0.0,0.0,0.0,94.5,100.0,32.6,-0.0016482000982814098,17.613157287322277,29.508092980584188,94.5,100.0,30.2,-0.0009333727413273834,17.613156446751912,29.508090538990814,97.6
ur5,open_space,trac_ik_style,TRAC-IK style,1000,ok,99.0,11.148176700342447,6.3813000451773405,38.48346498562022,73.6218729696702,42.046,14.499999999999998,0.011303295941439183,0.7285010514557639,0.2403856828590914,0.007,1.618,0.0,0.0,0.0,0.0,99.0,100.0,31.1,-0.0033301076340079036,0.7285020787369253,0.24039125016782187,99.0,100.0,29.4,-0.0025219614128241547,0.7285010514696856,0.24038567713582962,98.3
ur5,near_singular,multi_start,Multi-start,1000,ok,96.39999999999999,88.39629000087734,88.74310000101104,123.92155500710942,129.68185493373312,335.407,22.6,0.005816611033345623,1.1195696120050338,0.9994650785200895,0.017,7.0,0.0,0.0,0.0,0.0,96.39999999999999,100.0,44.0,-0.012443322670947676,1.1195704293722009,0.9994688275858018,96.39999999999999,100.0,42.9,-0.011424261646574816,1.1195696119801546,0.9994650725626356,98.9
ur5,near_singular,protein_fast,ProteinIK Fast (V4),1000,ok,99.9,25.72380339889787,4.6859499416314065,163.3052149903954,419.15566300507635,81.563,11.5,0.012221134136277857,0.3727141333987219,1.0136880482506319,0.005,0.304,0.0,0.0,0.0,0.0,99.8,99.9,40.1,-0.007900066835529905,0.37271315495805357,1.0136959187412657,99.8,99.9,38.5,-0.0070200129305450784,0.37271413345692517,1.0136880131171875,98.4
ur5,near_singular,protein_ik,ProteinIK (V1),1000,ok,89.4,54.26072809752077,30.695299967192113,161.7222550266888,170.857428915333,71.774,20.599999999999998,0.007367055654115056,31.873487824863425,62.32342365379166,0.07,3.843,0.0,0.0,0.0,0.0,89.4,100.0,42.6,-0.010820069884929418,31.873486357288687,62.323427747974975,89.4,100.0,40.8,-0.010169507235450105,31.87348782487427,62.32342364933397,98.2
ur5,near_singular,trac_ik_style,TRAC-IK style,1000,ok,97.2,15.458080598851666,9.152500017080456,56.368339952314265,78.32105897250585,59.105,29.5,0.0012336151032327138,0.8753663324731501,0.3326150150663166,0.026,1.892,0.0,0.0,0.0,0.0,97.2,100.0,47.4,-0.015483221655562157,0.8753673003236304,0.3326158798402039,97.2,100.0,46.1,-0.014520495058862817,0.8753663325951427,0.3326150102780113,98.7
ur5,cluttered,multi_start,Multi-start,1000,ok,98.1,82.37151420209557,84.04189994325861,117.53625997225753,127.26524995989165,316.03,41.0,-0.005889558592634627,0.6979334055348347,0.10171866649581268,0.005,7.0,0.0,0.0,0.0,0.0,98.3,99.8,67.10000000000001,-0.027843054317297614,0.6979341036304814,0.10171524923559319,98.3,99.8,65.7,-0.026815173832509927,0.6979334054990132,0.10171865821486634,98.6
ur5,cluttered,protein_fast,ProteinIK Fast (V4),1000,ok,100.0,26.686738101416267,5.4916999652050436,185.970610048389,297.3237479350063,91.851,22.900000000000002,0.005946849212577523,0.3366520557477619,1.232173035557096,0.01,0.365,0.0,0.0,0.0,0.0,100.0,100.0,59.599999999999994,-0.02027713039225792,0.33665155519525114,1.2321769841718355,100.0,100.0,58.099999999999994,-0.019384517134162418,0.33665205581008784,1.2321729786230913,98.5
ur5,cluttered,protein_ik,ProteinIK (V1),1000,ok,88.2,54.40647229726892,28.839999926276505,160.39670002646744,165.35824192105792,72.696,36.199999999999996,-0.003553636405633005,20.07677287619106,57.09836486559383,0.048,4.186,0.0,0.0,0.0,0.0,88.2,100.0,63.4,-0.02579841008090216,20.07677374680646,57.09836014940006,88.2,100.0,61.5,-0.02476244167238835,20.076772876195832,57.09836486227352,98.1
ur5,cluttered,trac_ik_style,TRAC-IK style,1000,ok,97.89999999999999,13.816963499295525,7.92220002040267,52.14817997766656,78.46944804652594,52.372,51.9,-0.016027761623546702,0.7664392529022518,0.2427104370106117,0.016,1.367,0.0,0.0,0.0,0.0,97.89999999999999,100.0,71.0,-0.033957167638267595,0.7664403455017209,0.2427042369293406,97.89999999999999,100.0,70.0,-0.032790865462184855,0.7664392530061476,0.24271043238701023,99.0
