robot,scenario,solver,display_name,n,status,success_pct,mean_ms,p50_ms,p95_ms,p99_ms,mean_iters,our_collision_pct,our_mean_clearance_m,our_mean_pos_mm,our_mean_orient_mrad,mean_joint_limit_violations,mean_restarts,mean_conflict_index,mean_difficulty_score,mean_sigma_ratio,mean_free_energy,pb_success_pct,pb_success_agree_pct,pb_collision_pct,pb_mean_clearance_m,pb_mean_pos_mm,pb_mean_orient_mrad,mj_success_pct,mj_success_agree_pct,mj_collision_pct,mj_mean_clearance_m,mj_mean_pos_mm,mj_mean_orient_mrad,pb_mj_collision_agree_pct
planar3dof,open_space,ccd,CCD,300,ok,49.333333333333336,65.95650300073127,93.02999993087724,142.52092994283888,169.30047190864562,170.53333333333333,22.666666666666664,0.12269677709190158,70.9324422294493,400.8857438312513,0.6166666666666667,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
planar3dof,open_space,fabrik,FABRIK,300,ok,44.0,45.804615000185244,66.89029996050522,89.202450029552,98.64462309400551,93.36333333333333,28.333333333333332,0.09678910380457512,129.44640151462337,335.781079835143,0.77,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
planar3dof,open_space,jacobian_dls,Jacobian (DLS),300,ok,46.0,26.00687800596158,36.76495002582669,59.364680043654516,73.67016409523782,113.21333333333334,36.0,0.08045774793206469,173.6264374338931,354.08001533898215,0.86,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
planar3dof,open_space,trac_ik_style,TRAC-IK style,300,ok,99.33333333333333,7.617567003859828,4.029450006783009,27.04548495821655,56.01538490504017,33.586666666666666,9.0,0.16371887935981808,0.6908850565038404,0.17580605537179725,0.01,1.35,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
